Project Code,Process ID,Sample ID,Field ID,BIN,Catalog Num,COI-5P Seq. Length,COI-5P Trace Count,COI-5P Accession,COII Seq. Length,COII Trace Count,COII Accession,Image Count,Barcode Compliant,Contamination,Stop Codon,Flagged Record,Collection Date,Identification,Life Stage,Extra Info,Voucher Type,Institution,Notes,Phylum,Class,Order,Family,Subfamily,Tribe,Genus,Species,Subspecies,Identifier,Identifier Email,Identification Method,Taxonomy Notes,Collectors,Collection Date,Country/Ocean,State/Province,Region,Sector,Exact Site,Lat,Lon,Elev,Depth,Elevation Precision,Depth Precision,GPS Source,Coordinate Accuracy,Event Time,Collection Date Accuracy,Habitat,Sampling Protocol,Collection Notes,Site Code,Collection Event ID
NBPSI,NBPSI314-13,CB17_COIF,CB17_COIF,BOLD:ACJ5631,,609[0n],,,561[0n],,,,No,,,,,Stegopterna emergens,,,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,,Stegopterna,Stegopterna emergens,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Giberson, S. Loboda, M. Blair, C. Roussel",06-Jul-10,Canada,Quebec,,,Schefferville,54.7597,-66.7112,,,,,,,,,,,,,
NBPSI,NBPSI315-13,CB19_COIF,CB19_COIF,BOLD:ACJ5631,,609[0n],,,561[0n],,,,No,,,,,Stegopterna emergens,,,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,,Stegopterna,Stegopterna emergens,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Giberson, S. Loboda, M. Blair, C. Roussel",03-Jul-10,Canada,Quebec,,,Schefferville,54.9041,-67.1489,,,,,,,,,,,,,
NBPSI,NBPSI316-13,CB19_COIF(2),CB19_COIF(2),BOLD:ACJ5631,,609[0n],,,0[n],,,,No,,,,,Stegopterna emergens,,,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,,Stegopterna,Stegopterna emergens,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Currie, P. Schaefer",03-Jul-10,Canada,Manitoba,Churchill,,Churchill,58.729,-93.783,,,,,,,,,,,,,
NBPSI,NBPSI317-13,CB20_COIF(2),CB20_COIF(2),BOLD:ACJ5631,,609[0n],,,561[2n],,,,No,,,,,Stegopterna emergens,,,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,,Stegopterna,Stegopterna emergens,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Currie, P. Schaefer",03-Jul-10,Canada,Manitoba,Churchill,,Churchill,58.729,-93.783,,,,,,,,,,,,,
NBPSI,NBPSI163-11,Ch_Sisil_01,Ch_Sisil_01,BOLD:AAA4264,,658[0n],4,,0[n],,,1,Yes,,,,13-Jul-10,Simulium venustum complex,A,9-13 vii 2010,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium venustum complex,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Currie, P. Schaefer",03-Jul-10,Canada,Manitoba,Churchill,,Churchill,58.729,-93.783,,,,,,,,,,,,,
NBPSI,NBPSI164-11,Ch_Sisil_02,Ch_Sisil_02,BOLD:AAA8323,,658[0n],4,,0[n],,,1,Yes,,,,13-Jul-10,Simulium silvestre,A,9-13 vii 2010,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium silvestre,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Currie, P. Schaefer",07-Jul-10,Canada,Manitoba,Churchill,,Churchill,58.731,-93.799,,,,,,,,,,,,,
NBPSI,NBPSI025-11,Chu_Cndac_01,,BOLD:ABY5780,ROM:2010272:P.Schaefer:Chu_Cndac_01,658[0n],2,,0[n],,,1,Yes,,,,03-Jul-10,Cnephia dacotensis,I,,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,,Cnephia,Cnephia dacotensis,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Currie, P. Schaefer",03-Jul-10,Canada,Manitoba,Churchill,,Churchill,58.731,-93.799,,,,,,,,,,,,,
NBPSI,NBPSI026-11,Chu_Cndac_02,,BOLD:AAA8065,ROM:2010272:P.Schaefer:Chu_Cndac_02,658[0n],2,,0[n],,,1,Yes,,,,03-Jul-10,Cnephia dacotensis,I,,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,,Cnephia,Cnephia dacotensis,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Currie, P. Schaefer",04-Jul-10,Canada,Manitoba,Churchill,,Churchill,58.705,-94.131,,,,,,,,,,,,,
NBPSI,NBPSI027-11,Chu_Cndac_03,,BOLD:AAA8065,ROM:2010272:P.Schaefer:Chu_Cndac_03,658[0n],2,,0[n],,,1,Yes,,,,03-Jul-10,Cnephia dacotensis,I,,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,,Cnephia,Cnephia dacotensis,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,test,"D. Currie, P. Schaefer",11-Jul-10,Canada,Manitoba,Churchill,,Churchill,58.749,-93.902,,,,,,,,,,,,,
NBPSI,NBPSI122-11,Chu_Hegib_01,Chu_Hegib_01,BOLD:AAB0333,,658[0n],4,,0[n],,,1,Yes,,,,13-Jul-10,Helodon gibsoni,A,9-13 vii 2010,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,,Helodon,Helodon gibsoni,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Currie, P. Schaefer",11-Jul-10,Canada,Manitoba,Churchill,,Churchill,58.749,-93.902,,,,,,,,,,,,,
NBPSI,NBPSI160-11,Chu_Siana_01,Chu_Siana_01,BOLD:AAE8842,,658[0n],4,,0[n],,,1,Yes,,,,09-Jul-10,Simulium anatinum,A,5-9 vii 2010,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium anatinum,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Currie, P. Schaefer",11-Jul-10,Canada,Manitoba,Churchill,,Churchill,58.749,-93.902,,,,,,,,,,,,,
NBPSI,NBPSI161-11,Chu_Siana_02,Chu_Siana_02,BOLD:AAE8842,,658[0n],4,,0[n],,,1,Yes,,,,09-Jul-10,Simulium anatinum,A,5-9 vii 2010,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium anatinum,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Currie, P. Schaefer",02-Jul-10,Canada,Manitoba,Churchill,,Churchill,58.731,-93.78,,,,,,,,,,,,,
NBPSI,NBPSI162-11,Chu_Siana_03,Chu_Siana_03,BOLD:AAE8832,,658[0n],4,,0[n],,,1,Yes,,,,09-Jul-10,Simulium excisum,A,5-9 vii 2010,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium excisum,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Currie, P. Schaefer",03-Jul-10,Canada,Manitoba,Churchill,,Churchill,58.729,-93.783,,,,,,,,,,,,,
NBPSI,NBPSI159-11,Chu_Sianu_01,Chu_Sianu_01,BOLD:AAA9630,,658[0n],4,,0[n],,,1,Yes,,,,13-Jul-10,Metacnephia saileri,A,9-13 vii 2010,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Metacnephia,Metacnephia saileri,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Currie, P. Schaefer",03-Jul-10,Canada,Manitoba,Churchill,,Churchill,58.729,-93.783,,,,,,,,,,,,,
NBPSI,NBPSI031-11,Chu_Sicon_01,,BOLD:AAL8152,ROM:2010278:P.Schaefer:Chu_Sicon_01,658[0n],2,,0[n],,,1,Yes,,,,11-Jul-10,Simulium congareenarum,I,,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium congareenarum,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Currie, P. Schaefer",02-Jul-10,Canada,Manitoba,Churchill,,Churchill,58.731,-93.78,,,,,,,,,,,,,
NBPSI,NBPSI032-11,Chu_Sicon_02,,BOLD:AAL8152,ROM:2010278:P.Schaefer:Chu_Sicon_02,658[0n],2,,0[n],,,1,Yes,,,,11-Jul-10,Simulium congareenarum,I,,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium congareenarum,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Currie, P. Schaefer",12-Jul-10,Canada,Manitoba,Churchill,,Churchill,58.661,-94.165,,,,,,,,,,,,,
NBPSI,NBPSI033-11,Chu_Sicon_03,,BOLD:AAL8152,ROM:2010278:P.Schaefer:Chu_Sicon_03,658[0n],2,,0[n],,,1,Yes,,,,11-Jul-10,Simulium congareenarum,I,,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium congareenarum,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Currie, P. Schaefer",12-Jul-10,Canada,Manitoba,Churchill,,Churchill,58.731,-93.78,,,,,,,,,,,,,
NBPSI,NBPSI046-11,Chu_Sicra_01,,BOLD:ABX4941,ROM:2010270:P.Schaefer:Chu_Sicra_01,658[0n],2,,0[n],,,1,Yes,,,,02-Jul-10,Simulium craigi,I,,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium craigi,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Currie, P. Schaefer",12-Jul-10,Canada,Manitoba,Churchill,,Churchill,58.731,-93.78,,,,,,,,,,,,,
NBPSI,NBPSI047-11,Chu_Sicra_02,,BOLD:ABX4941,ROM:2010270:P.Schaefer:Chu_Sicra_02,658[0n],2,,0[n],,,1,Yes,,,,02-Jul-10,Simulium craigi,I,,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium craigi,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Currie, P. Schaefer",02-Jul-10,Canada,Manitoba,Churchill,,Churchill,58.731,-93.78,,,,,,,,,,,,,
NBPSI,NBPSI048-11,Chu_Sicra_03,,BOLD:ABX4941,ROM:2010270:P.Schaefer:Chu_Sicra_03,658[0n],2,,0[n],,,1,Yes,,,,02-Jul-10,Simulium craigi,I,,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium craigi,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Currie, P. Schaefer",02-Jul-10,Canada,Manitoba,Churchill,,Churchill,58.731,-93.78,,,,,,,,,,,,,
NBPSI,NBPSI028-11,Chu_Siexu_01,,BOLD:AAB1114,ROM:2010273:P.Schaefer:Chu_Siexu_01,658[0n],2,,0[n],,,1,Yes,,,,07-Jul-10,Simulium exulatum,I,,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium exulatum,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Currie, P. Schaefer",02-Jul-10,Canada,Manitoba,Churchill,,Churchill,58.731,-93.78,,,,,,,,,,,,,
NBPSI,NBPSI029-11,Chu_Siexu_02,,BOLD:AAB1114,ROM:2010274:P.Schaefer:Chu_Siexu_02,658[0n],2,,0[n],,,1,Yes,,,,03-Jul-10,Simulium exulatum,I,,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium exulatum,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Currie, P. Schaefer",02-Jul-10,Canada,Manitoba,Churchill,,Churchill,58.731,-93.78,,,,,,,,,,,,,
NBPSI,NBPSI030-11,Chu_Siexu_03,,BOLD:AAB1114,ROM:2010275:P.Schaefer:Chu_Siexu_03,658[0n],2,,0[n],,,1,Yes,,,,04-Jul-10,Simulium exulatum,I,,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium exulatum,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Currie, P. Schaefer",02-Jul-10,Canada,Manitoba,Churchill,,Churchill,58.731,-93.78,,,,,,,,,,,,,
NBPSI,NBPSI158-11,Chu_Sifio_01,Chu_Sifio_01,,,658[0n],4,,0[n],,,1,Yes,,,Yes,09-Jul-10,Simulium fionae,A,5-9 vii 2010,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium fionae,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Currie, P. Schaefer",02-Jul-10,Canada,Manitoba,Churchill,,Churchill,58.731,-93.78,,,,,,,,,,,,,
NBPSI,NBPSI050-11,Chu_SiNev_01,,BOLD:AAB1115,ROM:2010269:P.Schaefer:Chu_SiNev_01,658[0n],2,,0[n],,,1,Yes,,,,12-Jul-10,Simulium violator,I,,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium violator,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Currie, P. Schaefer",02-Jul-10,Canada,Manitoba,Churchill,,Churchill,58.731,-93.78,,,,,,,,,,,,,
NBPSI,NBPSI034-11,Chu_Sinoe_01,,BOLD:ACZ4859,ROM:2010270:P.Schaefer:Chu_Sinoe_01,658[0n],2,,0[n],,,1,Yes,,,,02-Jul-10,Simulium decorum,I,,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium decorum,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Currie, P. Schaefer",02-Jul-10,Canada,Manitoba,Churchill,,Churchill,58.731,-93.78,,,,,,,,,,,,,
NBPSI,NBPSI035-11,Chu_Sinoe_02,,BOLD:ACZ4859,ROM:2010272:P.Schaefer:Chu_Sinoe_02,658[0n],2,,0[n],,,1,Yes,,,,03-Jul-10,Simulium decorum,I,,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium decorum,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Currie, P. Schaefer",02-Jul-10,Canada,Manitoba,Churchill,,Churchill,58.731,-93.78,,,,,,,,,,,,,
NBPSI,NBPSI036-11,Chu_Sinoe_03,,BOLD:ACZ4859,ROM:2010272:P.Schaefer:Chu_Sinoe_03,658[0n],2,,0[n],,,1,Yes,,,,03-Jul-10,Simulium decorum,I,,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium decorum,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Currie, P. Schaefer",12-Jul-10,Canada,Manitoba,Churchill,,Churchill,58.661,-94.165,,,,,,,,,,,,,
NBPSI,NBPSI037-11,Chu_Sinoe_04,,BOLD:ACZ4859,ROM:2010270:P.Schaefer:Chu_Sinoe_04,658[0n],2,,0[n],,,1,Yes,,,,02-Jul-10,Simulium decorum,I,,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium decorum,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Currie, P. Schaefer",24-Jun-10,Canada,Ontario,,,Moosonee,51.2664,-80.6569,,,,,,,,,,,,,
NBPSI,NBPSI049-11,Chu_Sisil_01,,BOLD:AAA8323,ROM:2010270:P.Schaefer:Chu_Sisil_01,658[0n],2,,0[n],,,1,Yes,,,,02-Jul-10,Simulium silvestre,I,,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium silvestre,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Currie, P. Schaefer",24-Jun-10,Canada,Ontario,,,Moosonee,51.2664,-80.6569,,,,,,,,,,,,,
NBPSI,NBPSI041-11,Chu_Situb_01,,BOLD:AAA8326,ROM:2010270:P.Schaefer:Chu_Situb_01,658[0n],2,,0[n],,,1,Yes,,,,02-Jul-10,Simulium tuberosum complex,I,,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium tuberosum complex,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Currie, P. Schaefer",24-Jun-10,Canada,Ontario,,,Moosonee,51.2664,-80.6569,,,,,,,,,,,,,
NBPSI,NBPSI042-11,Chu_Situb_02,,BOLD:AAA8326,ROM:2010270:P.Schaefer:Chu_Situb_02,622[0n],2,,0[n],,,1,Yes,,,,02-Jul-10,Simulium tuberosum complex,I,,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium tuberosum complex,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Currie, P. Schaefer",24-Jun-10,Canada,Ontario,,,Moosonee,51.2447,-80.6777,,,,,,,,,,,,,
NBPSI,NBPSI043-11,Chu_Situb_03,,BOLD:AAA8326,ROM:2010270:P.Schaefer:Chu_Situb_03,658[0n],2,,0[n],,,1,Yes,,,,02-Jul-10,Simulium tuberosum complex,I,,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium tuberosum complex,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Currie, P. Schaefer",24-Jun-10,Canada,Ontario,,,Moosonee,51.2447,-80.6777,,,,,,,,,,,,,
NBPSI,NBPSI044-11,Chu_Situb_04,,BOLD:AAA8326,ROM:2010270:P.Schaefer:Chu_Situb_04,658[0n],2,,0[n],,,1,Yes,,,,02-Jul-10,Simulium tuberosum complex,I,,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium tuberosum complex,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Currie, P. Schaefer",24-Jun-10,Canada,Ontario,,,Moosonee,51.2447,-80.6777,,,,,,,,,,,,,
NBPSI,NBPSI045-11,Chu_Situb_05,,BOLD:AAA8326,ROM:2010270:P.Schaefer:Chu_Situb_05,658[0n],2,,0[n],,,1,Yes,,,,02-Jul-10,Simulium tuberosum complex,I,,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium tuberosum complex,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Currie, P. Schaefer",26-Jun-10,Canada,Ontario,,,Moosonee,51.2469,-80.681,,,,,,,,,,,,,
NBPSI,NBPSI155-11,Chu_Sivam_01,Chu_Sivam_01,BOLD:AAA8954,,658[0n],4,,0[n],,,1,Yes,,,,13-Jul-10,Simulium arcticum complex,A,9-13 vii 2010,,Royal Ontario Museum,::taxonomy:vampirum?::endTaxonomy:,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium arcticum complex,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,vampirum?,"D. Currie, P. Schaefer",26-Jun-10,Canada,Ontario,,,Moosonee,51.2469,-80.681,,,,,,,,,,,,,
NBPSI,NBPSI156-11,Chu_Sivam_02,Chu_Sivam_02,BOLD:AAA8954,,658[0n],4,,0[n],,,1,Yes,,,,13-Jul-10,Simulium arcticum complex,A,9-13 vii 2010,,Royal Ontario Museum,::taxonomy:vampirum?::endTaxonomy:,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium arcticum complex,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,vampirum?,"D. Currie, P. Schaefer",26-Jun-10,Canada,Ontario,,,Moosonee,51.2469,-80.681,,,,,,,,,,,,,
NBPSI,NBPSI157-11,Chu_Sivam_03,Chu_Sivam_03,BOLD:AAA8954,,658[0n],4,,0[n],,,1,Yes,,,,13-Jul-10,Simulium arcticum complex,A,9-13 vii 2010,,Royal Ontario Museum,::taxonomy:vampirum?::endTaxonomy:,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium arcticum complex,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,vampirum?,"D. Currie, P. Schaefer",21-Jun-10,Canada,Ontario,,,Moosonee,51.2777,-80.6478,,,,,,,,,,,,,
NBPSI,NBPSI038-11,Chu_Sivio_01,,BOLD:AAB1115,ROM:2010269:P.Schaefer:Chu_Sivio_01,658[0n],2,,0[n],,,1,Yes,,,,12-Jul-10,Simulium violator,I,,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium violator,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Currie, P. Schaefer",24-Jun-10,Canada,Ontario,,,Moosonee,51.2447,-80.6777,,,,,,,,,,,,,
NBPSI,NBPSI039-11,Chu_Sivio_02,,BOLD:AAB1115,ROM:2010271:P.Schaefer:Chu_Sivio_02,658[0n],2,,0[n],,,1,Yes,,,,12-Jul-10,Simulium violator,I,,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium violator,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Currie, P. Schaefer",24-Jun-10,Canada,Ontario,,,Moosonee,51.2447,-80.6777,,,,,,,,,,,,,
