"Query ID","PID [BIN]","Phylum","Class","Order","Family","Subfamily","Tribe","Genus","Species","Indels","ID%"
"CBAY0028_BF_A","DNARB635-23[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","100.00"
"CBAY0028_BF_A","FCHAR9124-19[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","100.00"
"CBAY0028_BF_A","MCHAA364-19[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","100.00"
"CBAY0028_BF_A","MCHAA397-19[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","100.00"
"CBAY0028_BF_A","MCHAB584-19[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","100.00"
"CBAY0028_BF_A","MCHAB708-19[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","100.00"
"CBAY0028_BF_A","MCHAD657-19[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","100.00"
"CBAY0028_BF_A","MCHAD837-19[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","100.00"
"CBAY0028_BF_A","ECIPY182-10[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","","0","99.85"
"CBAY0028_BF_A","MCHAB940-19[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0028_BF_A","MCHAD1437-19[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0033_BF_A","BCHAR2715-18[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","100.00"
"CBAY0033_BF_A","BCHAR2721-18[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","100.00"
"CBAY0033_BF_A","DNARA1604-21[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","100.00"
"CBAY0033_BF_A","DNARB2351-23[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","100.00"
"CBAY0033_BF_A","DNARB3677-23[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","100.00"
"CBAY0033_BF_A","DNARB573-23[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","100.00"
"CBAY0033_BF_A","FCHAR9058-19[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","100.00"
"CBAY0033_BF_A","GCHAR932-19[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","100.00"
"CBAY0033_BF_A","ECIPY182-10[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","","0","99.85"
"CBAY0033_BF_A","DNARB2082-23[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0033_BF_A","DNARB2088-23[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0033_BF_A","DNARB2319-23[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0033_BF_A","DNARB2511-23[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0033_BF_A","DNARB3710-23[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0033_BF_A","FCHAR9102-19[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0033_BF_A","MCHAB940-19[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0033_BF_A","MCHAC2307-19[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0033_BF_A","MCHAC498-19[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0033_BF_A","MCHAD1310-19[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0033_BF_A","MCHAD1417-19[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0033_BF_A","MCHAD605-19[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0033_BF_A","MCHAD622-19[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0033_BF_A","POLCO7646-20[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0033_BF_A","MCHAD837-19[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.70"
"CBAY0033_BF_A","NBPSI173-11[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.70"
"CBAY0034_BF_A","DNARB2314-23[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","100.00"
"CBAY0034_BF_A","ACHAR1485-18[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0034_BF_A","BCHAR2040-18[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0034_BF_A","DNARB2042-23[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0034_BF_A","DNARB2077-23[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0034_BF_A","DNARB2196-23[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0034_BF_A","DNARB224-23[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0034_BF_A","DNARB2298-23[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0034_BF_A","DNARB2331-23[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0034_BF_A","DNARB3644-23[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0034_BF_A","DNARB3695-23[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0034_BF_A","DNARB3698-23[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0034_BF_A","DNARB617-23[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0034_BF_A","DNARB619-23[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0034_BF_A","DNARB635-23[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0034_BF_A","FCHAR9124-19[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0034_BF_A","MCHAA364-19[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0034_BF_A","MCHAA397-19[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0034_BF_A","MCHAB584-19[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0034_BF_A","MCHAB708-19[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0034_BF_A","MCHAD657-19[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0034_BF_A","MCHAD837-19[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0034_BF_A","ECIPY182-10[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","","0","99.70"
"CBAY0034_BF_A","MCHAB940-19[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.70"
"CBAY0034_BF_A","MCHAD1437-19[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.70"
"CBAY0034_BF_B","BCHAR2242-18[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","100.00"
"CBAY0034_BF_B","BCHAR2710-18[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","100.00"
"CBAY0034_BF_B","DNARA1722-21[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","100.00"
"CBAY0034_BF_B","DNARB2194-23[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","100.00"
"CBAY0034_BF_B","DNARB220-23[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","100.00"
"CBAY0034_BF_B","DNARB2201-23[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","100.00"
"CBAY0034_BF_B","DNARB2311-23[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","100.00"
"CBAY0034_BF_B","DNARB3635-23[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","100.00"
"CBAY0034_BF_B","FCHAR9121-19[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","100.00"
"CBAY0034_BF_B","ECIPY182-10[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","","0","99.85"
"CBAY0034_BF_B","DNARB2082-23[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0034_BF_B","DNARB2088-23[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0034_BF_B","DNARB2319-23[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0034_BF_B","DNARB2511-23[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0034_BF_B","DNARB3710-23[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0034_BF_B","DNARB3737-23[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0034_BF_B","FCHAR9102-19[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0034_BF_B","FCHAR9123-19[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0034_BF_B","MCHAB940-19[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0034_BF_B","MCHAC498-19[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0034_BF_B","MCHAD1417-19[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0034_BF_B","MCHAD1488-19[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0034_BF_B","MCHAD605-19[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0034_BF_B","POLCO7646-20[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0034_BF_B","MCHAD837-19[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.70"
"CBAY0034_BF_G","ECIPY182-10[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","","0","99.85"
"CBAY0034_BF_G","BCHAR912-18[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0034_BF_G","DNARB2082-23[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0034_BF_G","DNARB2088-23[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0034_BF_G","DNARB2319-23[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0034_BF_G","DNARB2511-23[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0034_BF_G","DNARB3710-23[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0034_BF_G","FCHAR4863-19[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0034_BF_G","FCHAR9102-19[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0034_BF_G","FCHAR9123-19[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0034_BF_G","MCHAB940-19[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0034_BF_G","MCHAC498-19[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0034_BF_G","MCHAC528-19[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0034_BF_G","MCHAD1417-19[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0034_BF_G","MCHAD605-19[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0034_BF_G","POLCO7646-20[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.85"
"CBAY0034_BF_G","ECIPY178-10[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","","0","99.70"
"CBAY0034_BF_G","ECIPY179-10[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","","0","99.70"
"CBAY0034_BF_G","ACHAR1485-18[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.70"
"CBAY0034_BF_G","DNARB3698-23[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.70"
"CBAY0034_BF_G","FCHAR9056-19[BOLD:AAB3041]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Metacnephia","Metacnephia borealis","0","99.70"
